,Fold,Model,Balanced ACC,AUC,F1,Recall,QC_Sampling,Site,Repeated
524,12,Pooled data Test,0.6895424836601307,0.7422358921782221,0.6801346801346801,0.6601307189542484,random_Q,1000Brains,10
525,12,Pooled data Train,0.8895253682487725,0.96303181444387,0.8903330625507717,0.8968903436988543,random_Q,1000Brains,10
526,13,Pooled data Test,0.6655271757825938,0.7433780529755762,0.6709677419354839,0.6797385620915033,random_Q,1000Brains,10
527,13,Pooled data Train,0.8781663511012697,0.9470438475444731,0.8777686628383922,0.8756137479541735,random_Q,1000Brains,10
528,14,Pooled data Test,0.6426513587891296,0.7333591331269351,0.6449511400651465,0.6513157894736842,random_Q,1000Brains,10
529,14,Pooled data Train,0.8847116588042745,0.9532615555769498,0.8845208845208845,0.8823529411764706,random_Q,1000Brains,10
530,15,Pooled data Test,0.6830065359477124,0.7430902644282114,0.6777408637873754,0.6666666666666666,random_Q,1000Brains,10
531,15,Pooled data Train,0.8968903436988543,0.9600799312120133,0.8977272727272727,0.9050736497545008,random_Q,1000Brains,10
532,16,Pooled data Test,0.6928104575163399,0.7544106967405697,0.6967741935483871,0.7058823529411765,random_Q,1000Brains,10
533,16,Pooled data Train,0.8895253682487725,0.9538038310194175,0.8883374689826302,0.8788870703764321,random_Q,1000Brains,10
534,17,Pooled data Test,0.7222222222222222,0.8001196121149985,0.7335423197492164,0.7647058823529411,random_Q,1000Brains,10
535,17,Pooled data Train,0.8846153846153846,0.95776021172128,0.8843314191960624,0.8821603927986906,random_Q,1000Brains,10
536,18,Pooled data Test,0.7049578603371173,0.7958376332989336,0.7019867549668874,0.6928104575163399,random_Q,1000Brains,10
537,18,Pooled data Train,0.8798056865954238,0.9518816255361937,0.88,0.8821603927986906,random_Q,1000Brains,10
538,19,Pooled data Test,0.6753955968352253,0.7576539387684897,0.6732673267326733,0.6710526315789473,random_Q,1000Brains,10
539,19,Pooled data Train,0.8953446081105656,0.9596958805344287,0.8947368421052632,0.8888888888888888,random_Q,1000Brains,10
540,20,Pooled data Test,0.7091503267973855,0.7774360288777821,0.7119741100323624,0.7189542483660131,random_Q,1000Brains,10
541,20,Pooled data Train,0.8878887070376432,0.95598693885423,0.8879803761242846,0.8887070376432079,random_Q,1000Brains,10
542,21,Pooled data Test,0.7712418300653595,0.8461702763894227,0.7839506172839507,0.8300653594771242,random_Q,1000Brains,10
543,21,Pooled data Train,0.8870703764320786,0.9573530554134377,0.8872549019607843,0.8887070376432079,random_Q,1000Brains,10
544,22,Pooled data Test,0.6666666666666667,0.7517194241531036,0.6688311688311688,0.673202614379085,random_Q,1000Brains,10
545,22,Pooled data Train,0.892798690671031,0.959691525523611,0.8927108927108927,0.8919803600654664,random_Q,1000Brains,10
546,23,Pooled data Test,0.6982714138286894,0.7729618163054695,0.7070063694267515,0.7254901960784313,random_Q,1000Brains,10
547,23,Pooled data Train,0.8879756212359466,0.952702630424783,0.8872427983539095,0.8821603927986906,random_Q,1000Brains,10
548,24,Pooled data Test,0.6786420708634331,0.7341761265909872,0.6733333333333333,0.6644736842105263,random_Q,1000Brains,10
549,24,Pooled data Train,0.882258004129093,0.9491805996812256,0.8821603927986906,0.880718954248366,random_Q,1000Brains,10
550,0,Pooled data Test,0.7026143790849673,0.7608184886154897,0.7016393442622951,0.6993464052287581,random_Q,1000Brains,11
551,0,Pooled data Train,0.8739770867430442,0.9449696106032073,0.8743882544861338,0.8772504091653028,random_Q,1000Brains,11
552,1,Pooled data Test,0.696078431372549,0.7668845315904139,0.6950819672131148,0.6928104575163399,random_Q,1000Brains,11
553,1,Pooled data Train,0.8592471358428805,0.9364139708186788,0.86084142394822,0.8707037643207856,random_Q,1000Brains,11
554,2,Pooled data Test,0.6699346405228759,0.7398863684907514,0.6710097719869706,0.673202614379085,random_Q,1000Brains,11
555,2,Pooled data Train,0.8747954173486088,0.9530323769624531,0.8738664468260511,0.867430441898527,random_Q,1000Brains,11
556,3,Pooled data Test,0.6622807017543859,0.749484004127967,0.6644951140065146,0.6666666666666666,random_Q,1000Brains,11
557,3,Pooled data Train,0.8634511087577421,0.9431875314228255,0.8634505314799673,0.8641571194762684,random_Q,1000Brains,11
558,4,Pooled data Test,0.7248022015823874,0.798030615755074,0.7407407407407407,0.7894736842105263,random_Q,1000Brains,11
559,4,Pooled data Train,0.8740706866489094,0.944086090519132,0.875605815831987,0.8856209150326797,random_Q,1000Brains,11
560,5,Pooled data Test,0.6568627450980392,0.7266008800034175,0.662379421221865,0.673202614379085,random_Q,1000Brains,11
561,5,Pooled data Train,0.8715220949263502,0.9408685822656642,0.8728744939271255,0.8821603927986906,random_Q,1000Brains,11
562,6,Pooled data Test,0.6862745098039216,0.7733777606903327,0.7018633540372671,0.738562091503268,random_Q,1000Brains,11
563,6,Pooled data Train,0.8747954173486089,0.9469196750249786,0.8765133171912833,0.8887070376432079,random_Q,1000Brains,11
564,7,Pooled data Test,0.7058823529411764,0.7751292238028109,0.697986577181208,0.6797385620915033,random_Q,1000Brains,11
565,7,Pooled data Train,0.8584288052373159,0.9410159085612649,0.8610441767068273,0.8772504091653028,random_Q,1000Brains,11
566,8,Pooled data Test,0.7475705194358445,0.7850877192982456,0.7458745874587459,0.738562091503268,random_Q,1000Brains,11
567,8,Pooled data Train,0.874084058064033,0.9487901543596162,0.8745928338762216,0.8788870703764321,random_Q,1000Brains,11
568,9,Pooled data Test,0.7312091503267975,0.7799707602339182,0.7354838709677419,0.75,random_Q,1000Brains,11
569,9,Pooled data Train,0.8806253543425008,0.946894087695089,0.8801313628899836,0.8758169934640523,random_Q,1000Brains,11
570,10,Pooled data Test,0.6993464052287581,0.7656029732154299,0.695364238410596,0.6862745098039216,random_Q,1000Brains,11
571,10,Pooled data Train,0.8551554828150573,0.9409676926827046,0.8555102040816327,0.8576104746317512,random_Q,1000Brains,11
572,11,Pooled data Test,0.6993464052287581,0.7798282711777522,0.7012987012987013,0.7058823529411765,random_Q,1000Brains,11
573,11,Pooled data Train,0.8641571194762684,0.9398640847956584,0.865040650406504,0.8707037643207856,random_Q,1000Brains,11
