site,low_age_cut,high_age_cut,Obtained_N,age_diff,age_bins
1000Brains,45.0,69.0,352,24.0,10
1000Brains,45.0,70.0,384,25.0,10
1000Brains,45.0,71.0,400,26.0,10
1000Brains,45.0,72.0,400,27.0,10
1000Brains,45.0,73.0,450,28.0,10
1000Brains,45.0,74.0,450,29.0,10
1000Brains,45.0,75.0,450,30.0,10
1000Brains,45.0,76.0,500,31.0,10
1000Brains,45.0,77.0,500,32.0,10
1000Brains,45.0,78.0,500,33.0,10
1000Brains,45.0,79.0,550,34.0,10
1000Brains,45.0,80.0,608,35.0,10
1000Brains,45.0,81.0,608,36.0,10
1000Brains,45.0,82.0,378,37.0,10
1000Brains,45.0,83.0,378,38.0,10
1000Brains,45.0,84.0,378,39.0,10
1000Brains,45.0,85.0,378,40.0,10
1000Brains,46.0,55.0,144,9.0,10
1000Brains,46.0,56.0,162,10.0,10
1000Brains,46.0,57.0,180,11.0,10
1000Brains,46.0,58.0,198,12.0,10
1000Brains,46.0,59.0,216,13.0,10
1000Brains,46.0,60.0,234,14.0,10
1000Brains,46.0,61.0,280,15.0,10
1000Brains,46.0,62.0,280,16.0,10
1000Brains,46.0,63.0,320,17.0,10
1000Brains,46.0,64.0,320,18.0,10
1000Brains,46.0,65.0,360,19.0,10
1000Brains,46.0,66.0,360,20.0,10
1000Brains,46.0,67.0,400,21.0,10
1000Brains,46.0,68.0,400,22.0,10
1000Brains,46.0,69.0,440,23.0,10
1000Brains,46.0,70.0,440,24.0,10
1000Brains,46.0,71.0,480,25.0,10
1000Brains,46.0,72.0,496,26.0,10
1000Brains,46.0,73.0,496,27.0,10
1000Brains,46.0,74.0,558,28.0,10
1000Brains,46.0,75.0,558,29.0,10
1000Brains,46.0,76.0,558,30.0,10
1000Brains,46.0,77.0,620,31.0,10
1000Brains,46.0,78.0,620,32.0,10
1000Brains,46.0,79.0,620,33.0,10
1000Brains,46.0,80.0,506,34.0,10
1000Brains,46.0,81.0,544,35.0,10
1000Brains,46.0,82.0,544,36.0,10
1000Brains,46.0,83.0,270,37.0,10
1000Brains,46.0,84.0,270,38.0,10
1000Brains,46.0,85.0,270,39.0,10
1000Brains,47.0,56.0,176,9.0,10
1000Brains,47.0,57.0,198,10.0,10
1000Brains,47.0,58.0,220,11.0,10
1000Brains,47.0,59.0,242,12.0,10
1000Brains,47.0,60.0,264,13.0,10
1000Brains,47.0,61.0,286,14.0,10
1000Brains,47.0,62.0,294,15.0,10
1000Brains,47.0,63.0,294,16.0,10
1000Brains,47.0,64.0,336,17.0,10
1000Brains,47.0,65.0,336,18.0,10
1000Brains,47.0,66.0,378,19.0,10
1000Brains,47.0,67.0,378,20.0,10
1000Brains,47.0,68.0,420,21.0,10
1000Brains,47.0,69.0,420,22.0,10
1000Brains,47.0,70.0,462,23.0,10
1000Brains,47.0,71.0,462,24.0,10
1000Brains,47.0,72.0,504,25.0,10
1000Brains,47.0,73.0,416,26.0,10
1000Brains,47.0,74.0,416,27.0,10
1000Brains,47.0,75.0,468,28.0,10
1000Brains,47.0,76.0,468,29.0,10
1000Brains,47.0,77.0,468,30.0,10
1000Brains,47.0,78.0,520,31.0,10
1000Brains,47.0,79.0,520,32.0,10
1000Brains,47.0,80.0,520,33.0,10
1000Brains,47.0,81.0,330,34.0,10
1000Brains,47.0,82.0,592,35.0,10
1000Brains,47.0,83.0,592,36.0,10
1000Brains,47.0,84.0,216,37.0,10
1000Brains,47.0,85.0,216,38.0,10
1000Brains,48.0,57.0,208,9.0,10
1000Brains,48.0,58.0,234,10.0,10
1000Brains,48.0,59.0,260,11.0,10
1000Brains,48.0,60.0,286,12.0,10
1000Brains,48.0,61.0,312,13.0,10
1000Brains,48.0,62.0,338,14.0,10
1000Brains,48.0,63.0,350,15.0,10
1000Brains,48.0,64.0,350,16.0,10
1000Brains,48.0,65.0,400,17.0,10
1000Brains,48.0,66.0,400,18.0,10
1000Brains,48.0,67.0,450,19.0,10
1000Brains,48.0,68.0,450,20.0,10
1000Brains,48.0,69.0,500,21.0,10
1000Brains,48.0,70.0,500,22.0,10
1000Brains,48.0,71.0,550,23.0,10
1000Brains,48.0,72.0,550,24.0,10
1000Brains,48.0,73.0,600,25.0,10
1000Brains,48.0,74.0,560,26.0,10
1000Brains,48.0,75.0,560,27.0,10
1000Brains,48.0,76.0,630,28.0,10
1000Brains,48.0,77.0,630,29.0,10
1000Brains,48.0,78.0,630,30.0,10
1000Brains,48.0,79.0,700,31.0,10
1000Brains,48.0,80.0,700,32.0,10
1000Brains,48.0,81.0,700,33.0,10
1000Brains,48.0,82.0,264,34.0,10
1000Brains,48.0,83.0,416,35.0,10
1000Brains,48.0,84.0,416,36.0,10
1000Brains,48.0,85.0,162,37.0,10
1000Brains,49.0,58.0,208,9.0,10
1000Brains,49.0,59.0,234,10.0,10
1000Brains,49.0,60.0,260,11.0,10
1000Brains,49.0,61.0,286,12.0,10
1000Brains,49.0,62.0,312,13.0,10
1000Brains,49.0,63.0,338,14.0,10
1000Brains,49.0,64.0,294,15.0,10
1000Brains,49.0,65.0,294,16.0,10
1000Brains,49.0,66.0,336,17.0,10
1000Brains,49.0,67.0,336,18.0,10
1000Brains,49.0,68.0,378,19.0,10
1000Brains,49.0,69.0,378,20.0,10
1000Brains,49.0,70.0,420,21.0,10
1000Brains,49.0,71.0,420,22.0,10
1000Brains,49.0,72.0,462,23.0,10
1000Brains,49.0,73.0,462,24.0,10
1000Brains,49.0,74.0,504,25.0,10
1000Brains,49.0,75.0,576,26.0,10
1000Brains,49.0,76.0,576,27.0,10
1000Brains,49.0,77.0,648,28.0,10
1000Brains,49.0,78.0,648,29.0,10
1000Brains,49.0,79.0,648,30.0,10
1000Brains,49.0,80.0,460,31.0,10
1000Brains,49.0,81.0,460,32.0,10
1000Brains,49.0,82.0,460,33.0,10
1000Brains,49.0,83.0,220,34.0,10
1000Brains,49.0,84.0,336,35.0,10
1000Brains,49.0,85.0,336,36.0,10
1000Brains,50.0,59.0,224,9.0,10
1000Brains,50.0,60.0,252,10.0,10
1000Brains,50.0,61.0,280,11.0,10
1000Brains,50.0,62.0,308,12.0,10
1000Brains,50.0,63.0,336,13.0,10
1000Brains,50.0,64.0,364,14.0,10
1000Brains,50.0,65.0,364,15.0,10
1000Brains,50.0,66.0,364,16.0,10
1000Brains,50.0,67.0,416,17.0,10
1000Brains,50.0,68.0,416,18.0,10
1000Brains,50.0,69.0,468,19.0,10
1000Brains,50.0,70.0,468,20.0,10
1000Brains,50.0,71.0,520,21.0,10
1000Brains,50.0,72.0,520,22.0,10
1000Brains,50.0,73.0,572,23.0,10
1000Brains,50.0,74.0,572,24.0,10
1000Brains,50.0,75.0,624,25.0,10
1000Brains,50.0,76.0,528,26.0,10
1000Brains,50.0,77.0,528,27.0,10
1000Brains,50.0,78.0,594,28.0,10
1000Brains,50.0,79.0,594,29.0,10
1000Brains,50.0,80.0,594,30.0,10
1000Brains,50.0,81.0,300,31.0,10
1000Brains,50.0,82.0,300,32.0,10
1000Brains,50.0,83.0,300,33.0,10
1000Brains,50.0,84.0,132,34.0,10
1000Brains,50.0,85.0,240,35.0,10
1000Brains,51.0,60.0,224,9.0,10
1000Brains,51.0,61.0,252,10.0,10
1000Brains,51.0,62.0,280,11.0,10
1000Brains,51.0,63.0,308,12.0,10
1000Brains,51.0,64.0,336,13.0,10
1000Brains,51.0,65.0,364,14.0,10
1000Brains,51.0,66.0,294,15.0,10
1000Brains,51.0,67.0,294,16.0,10
1000Brains,51.0,68.0,336,17.0,10
1000Brains,51.0,69.0,336,18.0,10
1000Brains,51.0,70.0,378,19.0,10
1000Brains,51.0,71.0,378,20.0,10
1000Brains,51.0,72.0,420,21.0,10
1000Brains,51.0,73.0,420,22.0,10
1000Brains,51.0,74.0,462,23.0,10
1000Brains,51.0,75.0,462,24.0,10
1000Brains,51.0,76.0,504,25.0,10
1000Brains,51.0,77.0,560,26.0,10
1000Brains,51.0,78.0,560,27.0,10
1000Brains,51.0,79.0,630,28.0,10
1000Brains,51.0,80.0,630,29.0,10
1000Brains,51.0,81.0,630,30.0,10
1000Brains,51.0,82.0,240,31.0,10
1000Brains,51.0,83.0,240,32.0,10
1000Brains,51.0,84.0,240,33.0,10
1000Brains,51.0,85.0,132,34.0,10
1000Brains,52.0,61.0,224,9.0,10
1000Brains,52.0,62.0,252,10.0,10
1000Brains,52.0,63.0,280,11.0,10
1000Brains,52.0,64.0,308,12.0,10
1000Brains,52.0,65.0,336,13.0,10
1000Brains,52.0,66.0,364,14.0,10
1000Brains,52.0,67.0,378,15.0,10
1000Brains,52.0,68.0,378,16.0,10
1000Brains,52.0,69.0,432,17.0,10
1000Brains,52.0,70.0,432,18.0,10
1000Brains,52.0,71.0,486,19.0,10
1000Brains,52.0,72.0,486,20.0,10
1000Brains,52.0,73.0,540,21.0,10
1000Brains,52.0,74.0,540,22.0,10
1000Brains,52.0,75.0,594,23.0,10
1000Brains,52.0,76.0,594,24.0,10
1000Brains,52.0,77.0,648,25.0,10
1000Brains,52.0,78.0,576,26.0,10
1000Brains,52.0,79.0,576,27.0,10
1000Brains,52.0,80.0,414,28.0,10
1000Brains,52.0,81.0,414,29.0,10
1000Brains,52.0,82.0,414,30.0,10
1000Brains,52.0,83.0,200,31.0,10
1000Brains,52.0,84.0,200,32.0,10
1000Brains,52.0,85.0,200,33.0,10
1000Brains,53.0,62.0,224,9.0,10
1000Brains,53.0,63.0,252,10.0,10
1000Brains,53.0,64.0,280,11.0,10
1000Brains,53.0,65.0,308,12.0,10
1000Brains,53.0,66.0,336,13.0,10
1000Brains,53.0,67.0,364,14.0,10
1000Brains,53.0,68.0,336,15.0,10
1000Brains,53.0,69.0,336,16.0,10
1000Brains,53.0,70.0,384,17.0,10
1000Brains,53.0,71.0,384,18.0,10
1000Brains,53.0,72.0,432,19.0,10
1000Brains,53.0,73.0,432,20.0,10
1000Brains,53.0,74.0,480,21.0,10
1000Brains,53.0,75.0,480,22.0,10
1000Brains,53.0,76.0,528,23.0,10
1000Brains,53.0,77.0,528,24.0,10
1000Brains,53.0,78.0,576,25.0,10
1000Brains,53.0,79.0,544,26.0,10
1000Brains,53.0,80.0,544,27.0,10
1000Brains,53.0,81.0,270,28.0,10
1000Brains,53.0,82.0,270,29.0,10
1000Brains,53.0,83.0,270,30.0,10
1000Brains,53.0,84.0,120,31.0,10
1000Brains,53.0,85.0,120,32.0,10
1000Brains,54.0,63.0,224,9.0,10
1000Brains,54.0,64.0,252,10.0,10
1000Brains,54.0,65.0,280,11.0,10
1000Brains,54.0,66.0,308,12.0,10
1000Brains,54.0,67.0,336,13.0,10
1000Brains,54.0,68.0,364,14.0,10
1000Brains,54.0,69.0,378,15.0,10
1000Brains,54.0,70.0,378,16.0,10
1000Brains,54.0,71.0,432,17.0,10
1000Brains,54.0,72.0,432,18.0,10
1000Brains,54.0,73.0,486,19.0,10
1000Brains,54.0,74.0,486,20.0,10
1000Brains,54.0,75.0,540,21.0,10
1000Brains,54.0,76.0,540,22.0,10
1000Brains,54.0,77.0,594,23.0,10
1000Brains,54.0,78.0,594,24.0,10
1000Brains,54.0,79.0,552,25.0,10
1000Brains,54.0,80.0,608,26.0,10
1000Brains,54.0,81.0,608,27.0,10
1000Brains,54.0,82.0,216,28.0,10
1000Brains,54.0,83.0,216,29.0,10
1000Brains,54.0,84.0,216,30.0,10
1000Brains,54.0,85.0,120,31.0,10
1000Brains,55.0,64.0,224,9.0,10
1000Brains,55.0,65.0,252,10.0,10
1000Brains,55.0,66.0,280,11.0,10
1000Brains,55.0,67.0,308,12.0,10
1000Brains,55.0,68.0,336,13.0,10
1000Brains,55.0,69.0,364,14.0,10
1000Brains,55.0,70.0,448,15.0,10
1000Brains,55.0,71.0,448,16.0,10
1000Brains,55.0,72.0,512,17.0,10
1000Brains,55.0,73.0,512,18.0,10
1000Brains,55.0,74.0,576,19.0,10
1000Brains,55.0,75.0,576,20.0,10
1000Brains,55.0,76.0,640,21.0,10
1000Brains,55.0,77.0,640,22.0,10
1000Brains,55.0,78.0,704,23.0,10
1000Brains,55.0,79.0,704,24.0,10
1000Brains,55.0,80.0,288,25.0,10
1000Brains,55.0,81.0,368,26.0,10
1000Brains,55.0,82.0,368,27.0,10
1000Brains,55.0,83.0,180,28.0,10
1000Brains,55.0,84.0,180,29.0,10
1000Brains,55.0,85.0,180,30.0,10
1000Brains,56.0,65.0,448,9.0,10
1000Brains,56.0,66.0,504,10.0,10
1000Brains,56.0,67.0,560,11.0,10
1000Brains,56.0,68.0,616,12.0,10
1000Brains,56.0,69.0,672,13.0,10
1000Brains,56.0,70.0,676,14.0,10
1000Brains,56.0,71.0,504,15.0,10
1000Brains,56.0,72.0,504,16.0,10
1000Brains,56.0,73.0,576,17.0,10
1000Brains,56.0,74.0,576,18.0,10
1000Brains,56.0,75.0,648,19.0,10
1000Brains,56.0,76.0,648,20.0,10
1000Brains,56.0,77.0,720,21.0,10
1000Brains,56.0,78.0,720,22.0,10
1000Brains,56.0,79.0,506,23.0,10
1000Brains,56.0,80.0,506,24.0,10
1000Brains,56.0,81.0,144,25.0,10
1000Brains,56.0,82.0,240,26.0,10
1000Brains,56.0,83.0,240,27.0,10
1000Brains,56.0,84.0,108,28.0,10
1000Brains,56.0,85.0,108,29.0,10
1000Brains,57.0,66.0,528,9.0,10
1000Brains,57.0,67.0,558,10.0,10
1000Brains,57.0,68.0,620,11.0,10
1000Brains,57.0,69.0,682,12.0,10
1000Brains,57.0,70.0,624,13.0,10
1000Brains,57.0,71.0,598,14.0,10
1000Brains,57.0,72.0,462,15.0,10
1000Brains,57.0,73.0,462,16.0,10
1000Brains,57.0,74.0,528,17.0,10
1000Brains,57.0,75.0,528,18.0,10
1000Brains,57.0,76.0,594,19.0,10
1000Brains,57.0,77.0,594,20.0,10
1000Brains,57.0,78.0,660,21.0,10
1000Brains,57.0,79.0,660,22.0,10
1000Brains,57.0,80.0,264,23.0,10
1000Brains,57.0,81.0,264,24.0,10
1000Brains,57.0,82.0,216,25.0,10
1000Brains,57.0,83.0,192,26.0,10
1000Brains,57.0,84.0,192,27.0,10
1000Brains,57.0,85.0,108,28.0,10
1000Brains,58.0,67.0,496,9.0,10
1000Brains,58.0,68.0,558,10.0,10
1000Brains,58.0,69.0,620,11.0,10
1000Brains,58.0,70.0,572,12.0,10
1000Brains,58.0,71.0,552,13.0,10
1000Brains,58.0,72.0,520,14.0,10
1000Brains,58.0,73.0,504,15.0,10
1000Brains,58.0,74.0,504,16.0,10
1000Brains,58.0,75.0,576,17.0,10
1000Brains,58.0,76.0,576,18.0,10
1000Brains,58.0,77.0,648,19.0,10
1000Brains,58.0,78.0,648,20.0,10
1000Brains,58.0,79.0,460,21.0,10
1000Brains,58.0,80.0,460,22.0,10
1000Brains,58.0,81.0,132,23.0,10
1000Brains,58.0,82.0,132,24.0,10
1000Brains,58.0,83.0,96,25.0,10
1000Brains,58.0,84.0,160,26.0,10
1000Brains,58.0,85.0,160,27.0,10
1000Brains,59.0,68.0,496,9.0,10
1000Brains,59.0,69.0,558,10.0,10
1000Brains,59.0,70.0,520,11.0,10
1000Brains,59.0,71.0,506,12.0,10
1000Brains,59.0,72.0,480,13.0,10
1000Brains,59.0,73.0,520,14.0,10
1000Brains,59.0,74.0,462,15.0,10
1000Brains,59.0,75.0,462,16.0,10
1000Brains,59.0,76.0,528,17.0,10
1000Brains,59.0,77.0,528,18.0,10
1000Brains,59.0,78.0,594,19.0,10
1000Brains,59.0,79.0,594,20.0,10
1000Brains,59.0,80.0,240,21.0,10
1000Brains,59.0,81.0,240,22.0,10
1000Brains,59.0,82.0,198,23.0,10
1000Brains,59.0,83.0,198,24.0,10
1000Brains,59.0,84.0,72,25.0,10
1000Brains,59.0,85.0,96,26.0,10
1000Brains,60.0,69.0,496,9.0,10
1000Brains,60.0,70.0,468,10.0,10
1000Brains,60.0,71.0,460,11.0,10
1000Brains,60.0,72.0,440,12.0,10
1000Brains,60.0,73.0,480,13.0,10
1000Brains,60.0,74.0,520,14.0,10
1000Brains,60.0,75.0,504,15.0,10
1000Brains,60.0,76.0,504,16.0,10
1000Brains,60.0,77.0,576,17.0,10
1000Brains,60.0,78.0,576,18.0,10
1000Brains,60.0,79.0,414,19.0,10
1000Brains,60.0,80.0,414,20.0,10
1000Brains,60.0,81.0,120,21.0,10
1000Brains,60.0,82.0,120,22.0,10
1000Brains,60.0,83.0,88,23.0,10
1000Brains,60.0,84.0,88,24.0,10
1000Brains,60.0,85.0,96,25.0,10
1000Brains,61.0,70.0,416,9.0,10
1000Brains,61.0,71.0,414,10.0,10
1000Brains,61.0,72.0,400,11.0,10
1000Brains,61.0,73.0,440,12.0,10
1000Brains,61.0,74.0,480,13.0,10
1000Brains,61.0,75.0,520,14.0,10
1000Brains,61.0,76.0,462,15.0,10
1000Brains,61.0,77.0,462,16.0,10
1000Brains,61.0,78.0,528,17.0,10
1000Brains,61.0,79.0,528,18.0,10
1000Brains,61.0,80.0,216,19.0,10
1000Brains,61.0,81.0,216,20.0,10
1000Brains,61.0,82.0,180,21.0,10
1000Brains,61.0,83.0,180,22.0,10
1000Brains,61.0,84.0,66,23.0,10
1000Brains,61.0,85.0,66,24.0,10
1000Brains,62.0,71.0,368,9.0,10
1000Brains,62.0,72.0,360,10.0,10
1000Brains,62.0,73.0,400,11.0,10
1000Brains,62.0,74.0,440,12.0,10
1000Brains,62.0,75.0,480,13.0,10
1000Brains,62.0,76.0,520,14.0,10
1000Brains,62.0,77.0,504,15.0,10
1000Brains,62.0,78.0,504,16.0,10
1000Brains,62.0,79.0,368,17.0,10
1000Brains,62.0,80.0,368,18.0,10
1000Brains,62.0,81.0,108,19.0,10
1000Brains,62.0,82.0,108,20.0,10
1000Brains,62.0,83.0,80,21.0,10
1000Brains,62.0,84.0,80,22.0,10
1000Brains,62.0,85.0,88,23.0,10
1000Brains,63.0,72.0,320,9.0,10
1000Brains,63.0,73.0,360,10.0,10
1000Brains,63.0,74.0,400,11.0,10
1000Brains,63.0,75.0,440,12.0,10
1000Brains,63.0,76.0,480,13.0,10
1000Brains,63.0,77.0,520,14.0,10
1000Brains,63.0,78.0,462,15.0,10
1000Brains,63.0,79.0,462,16.0,10
1000Brains,63.0,80.0,192,17.0,10
1000Brains,63.0,81.0,192,18.0,10
1000Brains,63.0,82.0,162,19.0,10
1000Brains,63.0,83.0,162,20.0,10
1000Brains,63.0,84.0,60,21.0,10
1000Brains,63.0,85.0,60,22.0,10
1000Brains,64.0,73.0,320,9.0,10
1000Brains,64.0,74.0,360,10.0,10
1000Brains,64.0,75.0,400,11.0,10
1000Brains,64.0,76.0,440,12.0,10
1000Brains,64.0,77.0,480,13.0,10
1000Brains,64.0,78.0,520,14.0,10
1000Brains,64.0,79.0,322,15.0,10
1000Brains,64.0,80.0,322,16.0,10
1000Brains,64.0,81.0,96,17.0,10
1000Brains,64.0,82.0,96,18.0,10
1000Brains,64.0,83.0,72,19.0,10
1000Brains,64.0,84.0,72,20.0,10
1000Brains,64.0,85.0,80,21.0,10
1000Brains,65.0,74.0,320,9.0,10
1000Brains,65.0,75.0,360,10.0,10
1000Brains,65.0,76.0,400,11.0,10
1000Brains,65.0,77.0,440,12.0,10
1000Brains,65.0,78.0,480,13.0,10
1000Brains,65.0,79.0,312,14.0,10
1000Brains,65.0,80.0,168,15.0,10
1000Brains,65.0,81.0,168,16.0,10
1000Brains,65.0,82.0,144,17.0,10
1000Brains,65.0,83.0,144,18.0,10
1000Brains,65.0,84.0,54,19.0,10
1000Brains,65.0,85.0,54,20.0,10
1000Brains,66.0,75.0,320,9.0,10
1000Brains,66.0,76.0,360,10.0,10
1000Brains,66.0,77.0,400,11.0,10
1000Brains,66.0,78.0,440,12.0,10
1000Brains,66.0,79.0,288,13.0,10
1000Brains,66.0,80.0,78,14.0,10
1000Brains,66.0,81.0,84,15.0,10
1000Brains,66.0,82.0,84,16.0,10
1000Brains,66.0,83.0,64,17.0,10
1000Brains,66.0,84.0,64,18.0,10
1000Brains,66.0,85.0,72,19.0,10
1000Brains,67.0,76.0,320,9.0,10
1000Brains,67.0,77.0,360,10.0,10
1000Brains,67.0,78.0,400,11.0,10
1000Brains,67.0,79.0,264,12.0,10
1000Brains,67.0,80.0,72,13.0,10
1000Brains,67.0,81.0,78,14.0,10
1000Brains,67.0,82.0,126,15.0,10
1000Brains,67.0,83.0,126,16.0,10
1000Brains,67.0,84.0,48,17.0,10
1000Brains,67.0,85.0,48,18.0,10
1000Brains,68.0,77.0,320,9.0,10
1000Brains,68.0,78.0,360,10.0,10
1000Brains,68.0,79.0,240,11.0,10
1000Brains,68.0,80.0,66,12.0,10
1000Brains,68.0,81.0,72,13.0,10
1000Brains,68.0,82.0,78,14.0,10
1000Brains,68.0,83.0,56,15.0,10
1000Brains,68.0,84.0,56,16.0,10
1000Brains,68.0,85.0,64,17.0,10
1000Brains,69.0,78.0,320,9.0,10
1000Brains,69.0,79.0,216,10.0,10
1000Brains,69.0,80.0,60,11.0,10
1000Brains,69.0,81.0,66,12.0,10
1000Brains,69.0,82.0,72,13.0,10
1000Brains,69.0,83.0,26,14.0,10
1000Brains,69.0,84.0,42,15.0,10
1000Brains,69.0,85.0,42,16.0,10
1000Brains,70.0,79.0,192,9.0,10
1000Brains,70.0,80.0,54,10.0,10
1000Brains,70.0,81.0,60,11.0,10
1000Brains,70.0,82.0,66,12.0,10
1000Brains,70.0,83.0,24,13.0,10
1000Brains,70.0,84.0,26,14.0,10
1000Brains,70.0,85.0,56,15.0,10
1000Brains,71.0,80.0,48,9.0,10
1000Brains,71.0,81.0,54,10.0,10
1000Brains,71.0,82.0,60,11.0,10
1000Brains,71.0,83.0,22,12.0,10
1000Brains,71.0,84.0,24,13.0,10
1000Brains,71.0,85.0,26,14.0,10
1000Brains,72.0,81.0,48,9.0,10
1000Brains,72.0,82.0,54,10.0,10
1000Brains,72.0,83.0,20,11.0,10
1000Brains,72.0,84.0,22,12.0,10
1000Brains,72.0,85.0,24,13.0,10
1000Brains,73.0,82.0,48,9.0,10
1000Brains,73.0,83.0,18,10.0,10
1000Brains,73.0,84.0,20,11.0,10
1000Brains,73.0,85.0,22,12.0,10
1000Brains,74.0,83.0,16,9.0,10
1000Brains,74.0,84.0,18,10.0,10
1000Brains,74.0,85.0,20,11.0,10
1000Brains,75.0,84.0,16,9.0,10
1000Brains,75.0,85.0,18,10.0,10
1000Brains,76.0,85.0,16,9.0,10
GSP,19.0,35.0,168,16.0,9
DLBS,21.0,30.0,14,9.0,10
DLBS,21.0,31.0,16,10.0,10
DLBS,21.0,32.0,18,11.0,10
DLBS,21.0,33.0,20,12.0,10
DLBS,21.0,34.0,22,13.0,10
DLBS,21.0,35.0,24,14.0,10
DLBS,21.0,36.0,14,15.0,10
DLBS,21.0,37.0,14,16.0,10
DLBS,21.0,38.0,16,17.0,10
DLBS,21.0,40.0,18,19.0,10
DLBS,21.0,41.0,18,20.0,10
DLBS,21.0,42.0,20,21.0,10
DLBS,21.0,43.0,20,22.0,10
DLBS,21.0,44.0,22,23.0,10
DLBS,21.0,45.0,22,24.0,10
DLBS,21.0,46.0,24,25.0,10
DLBS,21.0,47.0,32,26.0,10
DLBS,21.0,48.0,32,27.0,10
DLBS,21.0,49.0,36,28.0,10
DLBS,21.0,50.0,36,29.0,10
DLBS,21.0,51.0,36,30.0,10
DLBS,21.0,52.0,40,31.0,10
DLBS,21.0,53.0,40,32.0,10
DLBS,21.0,54.0,40,33.0,10
DLBS,21.0,55.0,44,34.0,10
DLBS,21.0,56.0,80,35.0,10
DLBS,21.0,57.0,80,36.0,10
DLBS,21.0,59.0,90,38.0,10
DLBS,21.0,60.0,90,39.0,10
DLBS,21.0,61.0,90,40.0,10
DLBS,21.0,62.0,40,41.0,10
DLBS,21.0,63.0,40,42.0,10
DLBS,21.0,64.0,40,43.0,10
DLBS,21.0,65.0,40,44.0,10
DLBS,21.0,66.0,44,45.0,10
DLBS,21.0,67.0,54,46.0,10
DLBS,21.0,68.0,54,47.0,10
DLBS,21.0,69.0,54,48.0,10
DLBS,21.0,70.0,54,49.0,10
DLBS,21.0,71.0,54,50.0,10
DLBS,21.0,72.0,60,51.0,10
DLBS,21.0,73.0,60,52.0,10
DLBS,21.0,74.0,60,53.0,10
DLBS,21.0,75.0,60,54.0,10
DLBS,21.0,76.0,72,55.0,10
DLBS,21.0,78.0,72,57.0,10
DLBS,21.0,79.0,72,58.0,10
DLBS,21.0,80.0,72,59.0,10
DLBS,21.0,81.0,72,60.0,10
DLBS,21.0,82.0,80,61.0,10
DLBS,21.0,83.0,80,62.0,10
DLBS,21.0,84.0,80,63.0,10
DLBS,21.0,86.0,80,65.0,10
DLBS,21.0,87.0,90,66.0,10
DLBS,21.0,88.0,90,67.0,10
DLBS,21.0,89.0,90,68.0,10
DLBS,22.0,31.0,14,9.0,10
DLBS,22.0,32.0,16,10.0,10
DLBS,22.0,33.0,18,11.0,10
DLBS,22.0,34.0,20,12.0,10
DLBS,22.0,35.0,22,13.0,10
DLBS,22.0,36.0,24,14.0,10
DLBS,22.0,37.0,14,15.0,10
DLBS,22.0,38.0,14,16.0,10
DLBS,22.0,40.0,16,18.0,10
DLBS,22.0,41.0,18,19.0,10
DLBS,22.0,42.0,18,20.0,10
DLBS,22.0,43.0,20,21.0,10
DLBS,22.0,44.0,20,22.0,10
DLBS,22.0,45.0,22,23.0,10
DLBS,22.0,46.0,22,24.0,10
DLBS,22.0,47.0,24,25.0,10
DLBS,22.0,48.0,48,26.0,10
DLBS,22.0,49.0,48,27.0,10
DLBS,22.0,50.0,54,28.0,10
DLBS,22.0,51.0,54,29.0,10
DLBS,22.0,52.0,54,30.0,10
DLBS,22.0,53.0,60,31.0,10
DLBS,22.0,54.0,60,32.0,10
DLBS,22.0,55.0,60,33.0,10
DLBS,22.0,56.0,66,34.0,10
DLBS,22.0,57.0,64,35.0,10
DLBS,22.0,59.0,72,37.0,10
DLBS,22.0,60.0,72,38.0,10
DLBS,22.0,61.0,72,39.0,10
DLBS,22.0,62.0,72,40.0,10
DLBS,22.0,63.0,60,41.0,10
DLBS,22.0,64.0,60,42.0,10
DLBS,22.0,65.0,60,43.0,10
DLBS,22.0,66.0,60,44.0,10
DLBS,22.0,67.0,66,45.0,10
DLBS,22.0,68.0,54,46.0,10
DLBS,22.0,69.0,54,47.0,10
DLBS,22.0,70.0,54,48.0,10
DLBS,22.0,71.0,54,49.0,10
DLBS,22.0,72.0,54,50.0,10
DLBS,22.0,73.0,60,51.0,10
DLBS,22.0,74.0,60,52.0,10
DLBS,22.0,75.0,60,53.0,10
DLBS,22.0,76.0,60,54.0,10
DLBS,22.0,78.0,108,56.0,10
DLBS,22.0,79.0,108,57.0,10
DLBS,22.0,80.0,108,58.0,10
DLBS,22.0,81.0,108,59.0,10
DLBS,22.0,82.0,108,60.0,10
DLBS,22.0,83.0,120,61.0,10
DLBS,22.0,84.0,120,62.0,10
DLBS,22.0,86.0,120,64.0,10
DLBS,22.0,87.0,120,65.0,10
DLBS,22.0,88.0,108,66.0,10
DLBS,22.0,89.0,108,67.0,10
DLBS,23.0,32.0,14,9.0,10
DLBS,23.0,33.0,16,10.0,10
DLBS,23.0,34.0,18,11.0,10
DLBS,23.0,35.0,20,12.0,10
DLBS,23.0,36.0,22,13.0,10
DLBS,23.0,37.0,24,14.0,10
DLBS,23.0,38.0,14,15.0,10
DLBS,23.0,40.0,16,17.0,10
DLBS,23.0,41.0,16,18.0,10
DLBS,23.0,42.0,18,19.0,10
DLBS,23.0,43.0,18,20.0,10
DLBS,23.0,44.0,20,21.0,10
DLBS,23.0,45.0,20,22.0,10
DLBS,23.0,46.0,22,23.0,10
DLBS,23.0,47.0,22,24.0,10
