site,low_age_cut,high_age_cut,Obtained_N,age_diff,age_bins
SALD,19.0,75.0,204,56.0,3
SALD,19.0,76.0,204,57.0,3
SALD,19.0,77.0,306,58.0,3
SALD,19.0,78.0,248,59.0,3
SALD,19.0,80.0,336,61.0,3
SALD,20.0,22.0,14,2.0,3
SALD,20.0,23.0,28,3.0,3
SALD,20.0,24.0,42,4.0,3
SALD,20.0,25.0,52,5.0,3
SALD,20.0,26.0,52,6.0,3
SALD,20.0,27.0,78,7.0,3
SALD,20.0,28.0,92,8.0,3
SALD,20.0,29.0,92,9.0,3
SALD,20.0,30.0,54,10.0,3
SALD,20.0,31.0,120,11.0,3
SALD,20.0,32.0,120,12.0,3
SALD,20.0,33.0,36,13.0,3
SALD,20.0,34.0,96,14.0,3
SALD,20.0,35.0,96,15.0,3
SALD,20.0,36.0,78,16.0,3
SALD,20.0,37.0,60,17.0,3
SALD,20.0,38.0,60,18.0,3
SALD,20.0,39.0,78,19.0,3
SALD,20.0,40.0,76,20.0,3
SALD,20.0,41.0,76,21.0,3
SALD,20.0,42.0,102,22.0,3
SALD,20.0,43.0,60,23.0,3
SALD,20.0,44.0,60,24.0,3
SALD,20.0,45.0,90,25.0,3
SALD,20.0,46.0,80,26.0,3
SALD,20.0,47.0,80,27.0,3
SALD,20.0,48.0,108,28.0,3
SALD,20.0,49.0,96,29.0,3
SALD,20.0,50.0,96,30.0,3
SALD,20.0,51.0,138,31.0,3
SALD,20.0,52.0,96,32.0,3
SALD,20.0,53.0,96,33.0,3
SALD,20.0,54.0,144,34.0,3
SALD,20.0,55.0,108,35.0,3
SALD,20.0,56.0,108,36.0,3
SALD,20.0,57.0,162,37.0,3
SALD,20.0,58.0,112,38.0,3
SALD,20.0,59.0,112,39.0,3
SALD,20.0,60.0,168,40.0,3
SALD,20.0,61.0,120,41.0,3
SALD,20.0,62.0,120,42.0,3
SALD,20.0,63.0,180,43.0,3
SALD,20.0,64.0,120,44.0,3
SALD,20.0,65.0,120,45.0,3
SALD,20.0,66.0,180,46.0,3
SALD,20.0,68.0,120,48.0,3
SALD,20.0,69.0,180,49.0,3
SALD,20.0,70.0,160,50.0,3
SALD,20.0,71.0,160,51.0,3
SALD,20.0,72.0,240,52.0,3
SALD,20.0,73.0,184,53.0,3
SALD,20.0,74.0,184,54.0,3
SALD,20.0,75.0,276,55.0,3
SALD,20.0,76.0,224,56.0,3
SALD,20.0,77.0,224,57.0,3
SALD,20.0,78.0,336,58.0,3
SALD,20.0,80.0,276,60.0,3
SALD,21.0,23.0,22,2.0,3
SALD,21.0,24.0,44,3.0,3
SALD,21.0,25.0,66,4.0,3
SALD,21.0,26.0,84,5.0,3
SALD,21.0,27.0,84,6.0,3
SALD,21.0,28.0,96,7.0,3
SALD,21.0,29.0,116,8.0,3
SALD,21.0,30.0,116,9.0,3
SALD,21.0,31.0,60,10.0,3
SALD,21.0,32.0,76,11.0,3
SALD,21.0,33.0,76,12.0,3
SALD,21.0,34.0,42,13.0,3
SALD,21.0,35.0,60,14.0,3
SALD,21.0,36.0,60,15.0,3
SALD,21.0,37.0,66,16.0,3
SALD,21.0,38.0,56,17.0,3
SALD,21.0,39.0,56,18.0,3
SALD,21.0,40.0,84,19.0,3
SALD,21.0,41.0,56,20.0,3
SALD,21.0,42.0,56,21.0,3
SALD,21.0,43.0,84,22.0,3
SALD,21.0,44.0,68,23.0,3
SALD,21.0,45.0,68,24.0,3
SALD,21.0,46.0,96,25.0,3
SALD,21.0,47.0,80,26.0,3
SALD,21.0,48.0,80,27.0,3
SALD,21.0,49.0,120,28.0,3
SALD,21.0,50.0,84,29.0,3
SALD,21.0,51.0,84,30.0,3
SALD,21.0,52.0,126,31.0,3
SALD,21.0,53.0,92,32.0,3
SALD,21.0,54.0,92,33.0,3
SALD,21.0,55.0,138,34.0,3
SALD,21.0,56.0,108,35.0,3
SALD,21.0,57.0,108,36.0,3
SALD,21.0,58.0,162,37.0,3
SALD,21.0,59.0,108,38.0,3
SALD,21.0,60.0,108,39.0,3
SALD,21.0,61.0,162,40.0,3
SALD,21.0,62.0,112,41.0,3
SALD,21.0,63.0,112,42.0,3
SALD,21.0,64.0,168,43.0,3
SALD,21.0,65.0,112,44.0,3
SALD,21.0,66.0,112,45.0,3
SALD,21.0,68.0,144,47.0,3
SALD,21.0,69.0,144,48.0,3
SALD,21.0,70.0,216,49.0,3
SALD,21.0,71.0,164,50.0,3
SALD,21.0,72.0,164,51.0,3
SALD,21.0,73.0,246,52.0,3
SALD,21.0,74.0,200,53.0,3
SALD,21.0,75.0,200,54.0,3
SALD,21.0,76.0,300,55.0,3
SALD,21.0,77.0,244,56.0,3
SALD,21.0,78.0,244,57.0,3
SALD,21.0,80.0,284,59.0,3
SALD,22.0,24.0,32,2.0,3
SALD,22.0,25.0,64,3.0,3
SALD,22.0,26.0,96,4.0,3
SALD,22.0,27.0,100,5.0,3
SALD,22.0,28.0,100,6.0,3
SALD,22.0,29.0,42,7.0,3
SALD,22.0,30.0,68,8.0,3
SALD,22.0,31.0,68,9.0,3
SALD,22.0,32.0,24,10.0,3
SALD,22.0,33.0,56,11.0,3
SALD,22.0,34.0,56,12.0,3
SALD,22.0,35.0,72,13.0,3
SALD,22.0,36.0,48,14.0,3
SALD,22.0,37.0,48,15.0,3
SALD,22.0,38.0,72,16.0,3
SALD,22.0,39.0,52,17.0,3
SALD,22.0,40.0,52,18.0,3
SALD,22.0,41.0,78,19.0,3
SALD,22.0,42.0,56,20.0,3
SALD,22.0,43.0,56,21.0,3
SALD,22.0,44.0,72,22.0,3
SALD,22.0,45.0,76,23.0,3
SALD,22.0,46.0,76,24.0,3
SALD,22.0,47.0,96,25.0,3
SALD,22.0,48.0,76,26.0,3
SALD,22.0,49.0,76,27.0,3
SALD,22.0,50.0,114,28.0,3
SALD,22.0,51.0,92,29.0,3
SALD,22.0,52.0,92,30.0,3
SALD,22.0,53.0,126,31.0,3
SALD,22.0,54.0,108,32.0,3
SALD,22.0,55.0,108,33.0,3
SALD,22.0,56.0,162,34.0,3
SALD,22.0,57.0,100,35.0,3
SALD,22.0,58.0,100,36.0,3
SALD,22.0,59.0,150,37.0,3
SALD,22.0,60.0,104,38.0,3
SALD,22.0,61.0,104,39.0,3
SALD,22.0,62.0,156,40.0,3
SALD,22.0,63.0,104,41.0,3
SALD,22.0,64.0,104,42.0,3
SALD,22.0,65.0,156,43.0,3
SALD,22.0,66.0,120,44.0,3
SALD,22.0,68.0,180,46.0,3
SALD,22.0,69.0,156,47.0,3
SALD,22.0,70.0,156,48.0,3
SALD,22.0,71.0,234,49.0,3
SALD,22.0,72.0,180,50.0,3
SALD,22.0,73.0,180,51.0,3
SALD,22.0,74.0,270,52.0,3
SALD,22.0,75.0,220,53.0,3
SALD,22.0,76.0,220,54.0,3
SALD,22.0,77.0,330,55.0,3
SALD,22.0,78.0,260,56.0,3
SALD,22.0,80.0,300,58.0,3
SALD,23.0,25.0,46,2.0,3
SALD,23.0,26.0,92,3.0,3
SALD,23.0,27.0,72,4.0,3
SALD,23.0,28.0,64,5.0,3
SALD,23.0,29.0,64,6.0,3
SALD,23.0,30.0,42,7.0,3
SALD,23.0,31.0,36,8.0,3
SALD,23.0,32.0,36,9.0,3
SALD,23.0,33.0,30,10.0,3
SALD,23.0,34.0,40,11.0,3
SALD,23.0,35.0,40,12.0,3
SALD,23.0,36.0,60,13.0,3
SALD,23.0,37.0,32,14.0,3
SALD,23.0,38.0,32,15.0,3
SALD,23.0,39.0,48,16.0,3
SALD,23.0,40.0,52,17.0,3
SALD,23.0,41.0,52,18.0,3
SALD,23.0,42.0,78,19.0,3
SALD,23.0,43.0,68,20.0,3
SALD,23.0,44.0,68,21.0,3
SALD,23.0,45.0,96,22.0,3
SALD,23.0,46.0,60,23.0,3
SALD,23.0,47.0,60,24.0,3
SALD,23.0,48.0,90,25.0,3
SALD,23.0,49.0,80,26.0,3
SALD,23.0,50.0,80,27.0,3
SALD,23.0,51.0,114,28.0,3
SALD,23.0,52.0,92,29.0,3
SALD,23.0,53.0,92,30.0,3
SALD,23.0,54.0,138,31.0,3
SALD,23.0,55.0,96,32.0,3
SALD,23.0,56.0,96,33.0,3
SALD,23.0,57.0,144,34.0,3
SALD,23.0,58.0,92,35.0,3
SALD,23.0,59.0,92,36.0,3
SALD,23.0,60.0,138,37.0,3
SALD,23.0,61.0,96,38.0,3
SALD,23.0,62.0,96,39.0,3
SALD,23.0,63.0,144,40.0,3
SALD,23.0,64.0,112,41.0,3
SALD,23.0,65.0,112,42.0,3
SALD,23.0,66.0,168,43.0,3
SALD,23.0,68.0,140,45.0,3
SALD,23.0,69.0,210,46.0,3
SALD,23.0,70.0,160,47.0,3
SALD,23.0,71.0,160,48.0,3
SALD,23.0,72.0,240,49.0,3
SALD,23.0,73.0,196,50.0,3
SALD,23.0,74.0,196,51.0,3
SALD,23.0,75.0,294,52.0,3
SALD,23.0,76.0,228,53.0,3
SALD,23.0,77.0,228,54.0,3
SALD,23.0,78.0,330,55.0,3
SALD,23.0,80.0,276,57.0,3
SALD,24.0,26.0,46,2.0,3
SALD,24.0,27.0,48,3.0,3
SALD,24.0,28.0,36,4.0,3
SALD,24.0,29.0,28,5.0,3
SALD,24.0,30.0,28,6.0,3
SALD,24.0,31.0,24,7.0,3
SALD,24.0,32.0,40,8.0,3
SALD,24.0,33.0,40,9.0,3
SALD,24.0,34.0,42,10.0,3
SALD,24.0,35.0,24,11.0,3
SALD,24.0,36.0,24,12.0,3
SALD,24.0,37.0,36,13.0,3
SALD,24.0,38.0,48,14.0,3
SALD,24.0,39.0,48,15.0,3
SALD,24.0,40.0,66,16.0,3
SALD,24.0,41.0,56,17.0,3
SALD,24.0,42.0,56,18.0,3
SALD,24.0,43.0,72,19.0,3
SALD,24.0,44.0,56,20.0,3
SALD,24.0,45.0,56,21.0,3
SALD,24.0,46.0,84,22.0,3
SALD,24.0,47.0,72,23.0,3
SALD,24.0,48.0,72,24.0,3
SALD,24.0,49.0,108,25.0,3
SALD,24.0,50.0,92,26.0,3
SALD,24.0,51.0,92,27.0,3
SALD,24.0,52.0,114,28.0,3
SALD,24.0,53.0,96,29.0,3
SALD,24.0,54.0,96,30.0,3
SALD,24.0,55.0,144,31.0,3
SALD,24.0,56.0,84,32.0,3
SALD,24.0,57.0,84,33.0,3
SALD,24.0,58.0,126,34.0,3
SALD,24.0,59.0,88,35.0,3
SALD,24.0,60.0,88,36.0,3
SALD,24.0,61.0,132,37.0,3
SALD,24.0,62.0,104,38.0,3
SALD,24.0,63.0,104,39.0,3
SALD,24.0,64.0,156,40.0,3
SALD,24.0,65.0,116,41.0,3
SALD,24.0,66.0,116,42.0,3
SALD,24.0,68.0,152,44.0,3
SALD,24.0,69.0,152,45.0,3
SALD,24.0,70.0,228,46.0,3
SALD,24.0,71.0,176,47.0,3
SALD,24.0,72.0,176,48.0,3
SALD,24.0,73.0,264,49.0,3
SALD,24.0,74.0,204,50.0,3
SALD,24.0,75.0,204,51.0,3
SALD,24.0,76.0,306,52.0,3
SALD,24.0,77.0,244,53.0,3
SALD,24.0,78.0,244,54.0,3
SALD,24.0,80.0,244,56.0,3
SALD,25.0,27.0,24,2.0,3
SALD,25.0,28.0,24,3.0,3
SALD,25.0,29.0,30,4.0,3
SALD,25.0,30.0,28,5.0,3
SALD,25.0,31.0,28,6.0,3
SALD,25.0,32.0,18,7.0,3
SALD,25.0,33.0,16,8.0,3
SALD,25.0,34.0,16,9.0,3
SALD,25.0,35.0,24,10.0,3
SALD,25.0,36.0,28,11.0,3
SALD,25.0,37.0,28,12.0,3
SALD,25.0,38.0,42,13.0,3
SALD,25.0,39.0,52,14.0,3
SALD,25.0,40.0,52,15.0,3
SALD,25.0,41.0,66,16.0,3
SALD,25.0,42.0,52,17.0,3
SALD,25.0,43.0,52,18.0,3
SALD,25.0,44.0,72,19.0,3
SALD,25.0,45.0,56,20.0,3
SALD,25.0,46.0,56,21.0,3
SALD,25.0,47.0,84,22.0,3
SALD,25.0,48.0,80,23.0,3
SALD,25.0,49.0,80,24.0,3
SALD,25.0,50.0,102,25.0,3
SALD,25.0,51.0,80,26.0,3
SALD,25.0,52.0,80,27.0,3
SALD,25.0,53.0,108,28.0,3
SALD,25.0,54.0,80,29.0,3
SALD,25.0,55.0,80,30.0,3
SALD,25.0,56.0,120,31.0,3
SALD,25.0,57.0,76,32.0,3
SALD,25.0,58.0,76,33.0,3
SALD,25.0,59.0,114,34.0,3
SALD,25.0,60.0,96,35.0,3
SALD,25.0,61.0,96,36.0,3
SALD,25.0,62.0,144,37.0,3
SALD,25.0,63.0,108,38.0,3
SALD,25.0,64.0,108,39.0,3
SALD,25.0,65.0,162,40.0,3
SALD,25.0,66.0,136,41.0,3
SALD,25.0,68.0,204,43.0,3
SALD,25.0,69.0,156,44.0,3
SALD,25.0,70.0,156,45.0,3
SALD,25.0,71.0,234,46.0,3
SALD,25.0,72.0,180,47.0,3
SALD,25.0,73.0,180,48.0,3
SALD,25.0,74.0,270,49.0,3
SALD,25.0,75.0,192,50.0,3
SALD,25.0,76.0,192,51.0,3
SALD,25.0,77.0,288,52.0,3
SALD,25.0,78.0,192,53.0,3
SALD,25.0,80.0,252,55.0,3
SALD,26.0,28.0,12,2.0,3
SALD,26.0,29.0,20,3.0,3
SALD,26.0,30.0,6,4.0,3
SALD,26.0,31.0,16,5.0,3
SALD,26.0,32.0,16,6.0,3
SALD,26.0,33.0,24,7.0,3
SALD,26.0,34.0,20,8.0,3
SALD,26.0,35.0,20,9.0,3
SALD,26.0,36.0,30,10.0,3
SALD,26.0,37.0,48,11.0,3
SALD,26.0,38.0,48,12.0,3
SALD,26.0,39.0,60,13.0,3
SALD,26.0,40.0,44,14.0,3
SALD,26.0,41.0,44,15.0,3
SALD,26.0,42.0,54,16.0,3
SALD,26.0,43.0,52,17.0,3
SALD,26.0,44.0,52,18.0,3
SALD,26.0,45.0,78,19.0,3
SALD,26.0,46.0,72,20.0,3
SALD,26.0,47.0,72,21.0,3
SALD,26.0,48.0,96,22.0,3
SALD,26.0,49.0,80,23.0,3
SALD,26.0,50.0,80,24.0,3
SALD,26.0,51.0,102,25.0,3
SALD,26.0,52.0,80,26.0,3
SALD,26.0,53.0,80,27.0,3
SALD,26.0,54.0,120,28.0,3
SALD,26.0,55.0,68,29.0,3
SALD,26.0,56.0,68,30.0,3
SALD,26.0,57.0,102,31.0,3
SALD,26.0,58.0,88,32.0,3
SALD,26.0,59.0,88,33.0,3
SALD,26.0,60.0,132,34.0,3
SALD,26.0,61.0,100,35.0,3
SALD,26.0,62.0,100,36.0,3
SALD,26.0,63.0,150,37.0,3
SALD,26.0,64.0,112,38.0,3
SALD,26.0,65.0,112,39.0,3
SALD,26.0,66.0,168,40.0,3
SALD,26.0,68.0,132,42.0,3
SALD,26.0,69.0,198,43.0,3
SALD,26.0,70.0,140,44.0,3
SALD,26.0,71.0,140,45.0,3
SALD,26.0,72.0,210,46.0,3
SALD,26.0,73.0,152,47.0,3
SALD,26.0,74.0,152,48.0,3
SALD,26.0,75.0,228,49.0,3
SALD,26.0,76.0,152,50.0,3
SALD,26.0,77.0,152,51.0,3
SALD,26.0,78.0,228,52.0,3
SALD,26.0,80.0,168,54.0,3
SALD,27.0,29.0,10,2.0,3
SALD,27.0,30.0,4,3.0,3
SALD,27.0,31.0,6,4.0,3
SALD,27.0,32.0,12,5.0,3
SALD,27.0,33.0,12,6.0,3
SALD,27.0,34.0,18,7.0,3
SALD,27.0,35.0,28,8.0,3
SALD,27.0,36.0,28,9.0,3
SALD,27.0,37.0,42,10.0,3
SALD,27.0,38.0,40,11.0,3
SALD,27.0,39.0,40,12.0,3
SALD,27.0,40.0,42,13.0,3
SALD,27.0,41.0,48,14.0,3
SALD,27.0,42.0,48,15.0,3
SALD,27.0,43.0,72,16.0,3
SALD,27.0,44.0,56,17.0,3
SALD,27.0,45.0,56,18.0,3
SALD,27.0,46.0,84,19.0,3
SALD,27.0,47.0,68,20.0,3
SALD,27.0,48.0,68,21.0,3
SALD,27.0,49.0,90,22.0,3
SALD,27.0,50.0,64,23.0,3
SALD,27.0,51.0,64,24.0,3
SALD,27.0,52.0,96,25.0,3
SALD,27.0,53.0,64,26.0,3
SALD,27.0,54.0,64,27.0,3
SALD,27.0,55.0,96,28.0,3
SALD,27.0,56.0,76,29.0,3
SALD,27.0,57.0,76,30.0,3
SALD,27.0,58.0,114,31.0,3
SALD,27.0,59.0,92,32.0,3
SALD,27.0,60.0,92,33.0,3
SALD,27.0,61.0,138,34.0,3
SALD,27.0,62.0,104,35.0,3
SALD,27.0,63.0,104,36.0,3
SALD,27.0,64.0,156,37.0,3
SALD,27.0,65.0,124,38.0,3
SALD,27.0,66.0,124,39.0,3
SALD,27.0,68.0,128,41.0,3
SALD,27.0,69.0,128,42.0,3
SALD,27.0,70.0,192,43.0,3
SALD,27.0,71.0,144,44.0,3
SALD,27.0,72.0,144,45.0,3
SALD,27.0,73.0,216,46.0,3
SALD,27.0,74.0,144,47.0,3
SALD,27.0,75.0,144,48.0,3
SALD,27.0,76.0,216,49.0,3
SALD,27.0,77.0,160,50.0,3
SALD,27.0,78.0,160,51.0,3
SALD,27.0,80.0,160,53.0,3
SALD,28.0,30.0,2,2.0,3
SALD,28.0,31.0,4,3.0,3
SALD,28.0,32.0,6,4.0,3
SALD,28.0,33.0,16,5.0,3
SALD,28.0,34.0,16,6.0,3
SALD,28.0,35.0,24,7.0,3
SALD,28.0,36.0,16,8.0,3
SALD,28.0,37.0,16,9.0,3
SALD,28.0,38.0,24,10.0,3
SALD,28.0,39.0,24,11.0,3
SALD,28.0,40.0,24,12.0,3
SALD,28.0,41.0,36,13.0,3
SALD,28.0,42.0,32,14.0,3
SALD,28.0,43.0,32,15.0,3
SALD,28.0,44.0,48,16.0,3
SALD,28.0,45.0,52,17.0,3
SALD,28.0,46.0,52,18.0,3
SALD,28.0,47.0,78,19.0,3
SALD,28.0,48.0,56,20.0,3
SALD,28.0,49.0,56,21.0,3
SALD,28.0,50.0,84,22.0,3
SALD,28.0,51.0,60,23.0,3
SALD,28.0,52.0,60,24.0,3
SALD,28.0,53.0,90,25.0,3
SALD,28.0,54.0,68,26.0,3
SALD,28.0,55.0,68,27.0,3
SALD,28.0,56.0,102,28.0,3
SALD,28.0,57.0,84,29.0,3
SALD,28.0,58.0,84,30.0,3
SALD,28.0,59.0,126,31.0,3
SALD,28.0,60.0,92,32.0,3
SALD,28.0,61.0,92,33.0,3
SALD,28.0,62.0,138,34.0,3
SALD,28.0,63.0,100,35.0,3
SALD,28.0,64.0,100,36.0,3
SALD,28.0,65.0,150,37.0,3
SALD,28.0,66.0,104,38.0,3
SALD,28.0,68.0,156,40.0,3
SALD,28.0,69.0,128,41.0,3
SALD,28.0,70.0,128,42.0,3
SALD,28.0,71.0,192,43.0,3
SALD,28.0,72.0,128,44.0,3
SALD,28.0,73.0,128,45.0,3
SALD,28.0,74.0,192,46.0,3
SALD,28.0,75.0,144,47.0,3
SALD,28.0,76.0,144,48.0,3
SALD,28.0,77.0,216,49.0,3
SALD,28.0,78.0,144,50.0,3
SALD,28.0,80.0,216,52.0,3
SALD,29.0,31.0,6,2.0,3
SALD,29.0,32.0,12,3.0,3
SALD,29.0,33.0,6,4.0,3
SALD,29.0,34.0,12,5.0,3
SALD,29.0,35.0,12,6.0,3
SALD,29.0,36.0,18,7.0,3
SALD,29.0,37.0,20,8.0,3
SALD,29.0,38.0,20,9.0,3
SALD,29.0,39.0,30,10.0,3
SALD,29.0,40.0,28,11.0,3
SALD,29.0,41.0,28,12.0,3
SALD,29.0,42.0,42,13.0,3
SALD,29.0,43.0,44,14.0,3
SALD,29.0,44.0,44,15.0,3
SALD,29.0,45.0,66,16.0,3
SALD,29.0,46.0,52,17.0,3
SALD,29.0,47.0,52,18.0,3
SALD,29.0,48.0,72,19.0,3
SALD,29.0,49.0,48,20.0,3
SALD,29.0,50.0,48,21.0,3
SALD,29.0,51.0,72,22.0,3
SALD,29.0,52.0,64,23.0,3
SALD,29.0,53.0,64,24.0,3
SALD,29.0,54.0,96,25.0,3
SALD,29.0,55.0,72,26.0,3
SALD,29.0,56.0,72,27.0,3
SALD,29.0,57.0,108,28.0,3
SALD,29.0,58.0,88,29.0,3
SALD,29.0,59.0,88,30.0,3
SALD,29.0,60.0,132,31.0,3
SALD,29.0,61.0,96,32.0,3
SALD,29.0,62.0,96,33.0,3
SALD,29.0,63.0,144,34.0,3
SALD,29.0,64.0,100,35.0,3
SALD,29.0,65.0,100,36.0,3
SALD,29.0,66.0,150,37.0,3
SALD,29.0,68.0,124,39.0,3
SALD,29.0,69.0,186,40.0,3
SALD,29.0,70.0,124,41.0,3
SALD,29.0,71.0,124,42.0,3
SALD,29.0,72.0,186,43.0,3
SALD,29.0,73.0,140,44.0,3
SALD,29.0,74.0,140,45.0,3
SALD,29.0,75.0,210,46.0,3
SALD,29.0,76.0,140,47.0,3
SALD,29.0,77.0,140,48.0,3
SALD,29.0,78.0,210,49.0,3
SALD,29.0,80.0,144,51.0,3
SALD,30.0,32.0,6,2.0,3
SALD,30.0,33.0,4,3.0,3
SALD,30.0,34.0,6,4.0,3
SALD,30.0,35.0,20,5.0,3
SALD,30.0,36.0,20,6.0,3
SALD,30.0,37.0,30,7.0,3
SALD,30.0,38.0,28,8.0,3
SALD,30.0,39.0,28,9.0,3
SALD,30.0,40.0,18,10.0,3
SALD,30.0,41.0,40,11.0,3
SALD,30.0,42.0,40,12.0,3
SALD,30.0,43.0,60,13.0,3
SALD,30.0,44.0,44,14.0,3
SALD,30.0,45.0,44,15.0,3
SALD,30.0,46.0,66,16.0,3
SALD,30.0,47.0,48,17.0,3
SALD,30.0,48.0,48,18.0,3
SALD,30.0,49.0,72,19.0,3
SALD,30.0,50.0,64,20.0,3
SALD,30.0,51.0,64,21.0,3
SALD,30.0,52.0,96,22.0,3
SALD,30.0,53.0,64,23.0,3
SALD,30.0,54.0,64,24.0,3
SALD,30.0,55.0,96,25.0,3
SALD,30.0,56.0,80,26.0,3
SALD,30.0,57.0,80,27.0,3
SALD,30.0,58.0,120,28.0,3
SALD,30.0,59.0,92,29.0,3
SALD,30.0,60.0,92,30.0,3
SALD,30.0,61.0,138,31.0,3
SALD,30.0,62.0,92,32.0,3
SALD,30.0,63.0,92,33.0,3
SALD,30.0,64.0,138,34.0,3
SALD,30.0,65.0,116,35.0,3
SALD,30.0,66.0,116,36.0,3
SALD,30.0,68.0,116,38.0,3
SALD,30.0,69.0,116,39.0,3
SALD,30.0,70.0,174,40.0,3
SALD,30.0,71.0,132,41.0,3
SALD,30.0,72.0,132,42.0,3
SALD,30.0,73.0,198,43.0,3
SALD,30.0,74.0,132,44.0,3
SALD,30.0,75.0,132,45.0,3
SALD,30.0,76.0,198,46.0,3
SALD,30.0,77.0,136,47.0,3
SALD,30.0,78.0,136,48.0,3
SALD,30.0,80.0,144,50.0,3
SALD,31.0,33.0,2,2.0,3
SALD,31.0,34.0,4,3.0,3
SALD,31.0,35.0,6,4.0,3
SALD,31.0,36.0,16,5.0,3
SALD,31.0,37.0,16,6.0,3
SALD,31.0,38.0,24,7.0,3
SALD,31.0,39.0,32,8.0,3
SALD,31.0,40.0,32,9.0,3
SALD,31.0,41.0,42,10.0,3
SALD,31.0,42.0,28,11.0,3
SALD,31.0,43.0,28,12.0,3
SALD,31.0,44.0,42,13.0,3
SALD,31.0,45.0,36,14.0,3
SALD,31.0,46.0,36,15.0,3
SALD,31.0,47.0,54,16.0,3
SALD,31.0,48.0,48,17.0,3
SALD,31.0,49.0,48,18.0,3
SALD,31.0,50.0,72,19.0,3
SALD,31.0,51.0,56,20.0,3
SALD,31.0,52.0,56,21.0,3
SALD,31.0,53.0,84,22.0,3
SALD,31.0,54.0,60,23.0,3
SALD,31.0,55.0,60,24.0,3
SALD,31.0,56.0,90,25.0,3
SALD,31.0,57.0,76,26.0,3
SALD,31.0,58.0,76,27.0,3
SALD,31.0,59.0,114,28.0,3
SALD,31.0,60.0,84,29.0,3
SALD,31.0,61.0,84,30.0,3
SALD,31.0,62.0,126,31.0,3
SALD,31.0,63.0,96,32.0,3
SALD,31.0,64.0,96,33.0,3
SALD,31.0,65.0,144,34.0,3
SALD,31.0,66.0,96,35.0,3
SALD,31.0,68.0,144,37.0,3
SALD,31.0,69.0,112,38.0,3
SALD,31.0,70.0,112,39.0,3
SALD,31.0,71.0,168,40.0,3
SALD,31.0,72.0,112,41.0,3
SALD,31.0,73.0,112,42.0,3
SALD,31.0,74.0,168,43.0,3
SALD,31.0,75.0,116,44.0,3
SALD,31.0,76.0,116,45.0,3
SALD,31.0,77.0,174,46.0,3
SALD,31.0,78.0,124,47.0,3
SALD,31.0,80.0,186,49.0,3
SALD,32.0,34.0,6,2.0,3
SALD,32.0,35.0,12,3.0,3
SALD,32.0,36.0,18,4.0,3
SALD,32.0,37.0,28,5.0,3
SALD,32.0,38.0,28,6.0,3
SALD,32.0,39.0,12,7.0,3
SALD,32.0,40.0,24,8.0,3
SALD,32.0,41.0,24,9.0,3
SALD,32.0,42.0,36,10.0,3
SALD,32.0,43.0,28,11.0,3
SALD,32.0,44.0,28,12.0,3
SALD,32.0,45.0,42,13.0,3
SALD,32.0,46.0,48,14.0,3
SALD,32.0,47.0,48,15.0,3
SALD,32.0,48.0,60,16.0,3
SALD,32.0,49.0,52,17.0,3
SALD,32.0,50.0,52,18.0,3
SALD,32.0,51.0,78,19.0,3
SALD,32.0,52.0,56,20.0,3
SALD,32.0,53.0,56,21.0,3
SALD,32.0,54.0,84,22.0,3
SALD,32.0,55.0,72,23.0,3
SALD,32.0,56.0,72,24.0,3
SALD,32.0,57.0,108,25.0,3
SALD,32.0,58.0,76,26.0,3
SALD,32.0,59.0,76,27.0,3
SALD,32.0,60.0,114,28.0,3
SALD,32.0,61.0,84,29.0,3
SALD,32.0,62.0,84,30.0,3
SALD,32.0,63.0,126,31.0,3
SALD,32.0,64.0,92,32.0,3
SALD,32.0,65.0,92,33.0,3
SALD,32.0,66.0,138,34.0,3
SALD,32.0,68.0,108,36.0,3
SALD,32.0,69.0,162,37.0,3
SALD,32.0,70.0,108,38.0,3
SALD,32.0,71.0,108,39.0,3
SALD,32.0,72.0,162,40.0,3
SALD,32.0,73.0,112,41.0,3
SALD,32.0,74.0,112,42.0,3
SALD,32.0,75.0,168,43.0,3
SALD,32.0,76.0,120,44.0,3
SALD,32.0,77.0,120,45.0,3
SALD,32.0,78.0,180,46.0,3
SALD,32.0,80.0,132,48.0,3
SALD,33.0,35.0,14,2.0,3
SALD,33.0,36.0,24,3.0,3
SALD,33.0,37.0,12,4.0,3
SALD,33.0,38.0,20,5.0,3
SALD,33.0,39.0,20,6.0,3
SALD,33.0,40.0,18,7.0,3
SALD,33.0,41.0,12,8.0,3
SALD,33.0,42.0,12,9.0,3
SALD,33.0,43.0,18,10.0,3
SALD,33.0,44.0,36,11.0,3
SALD,33.0,45.0,36,12.0,3
SALD,33.0,46.0,54,13.0,3
SALD,33.0,47.0,44,14.0,3
SALD,33.0,48.0,44,15.0,3
SALD,33.0,49.0,60,16.0,3
SALD,33.0,50.0,56,17.0,3
SALD,33.0,51.0,56,18.0,3
SALD,33.0,52.0,72,19.0,3
SALD,33.0,53.0,64,20.0,3
SALD,33.0,54.0,64,21.0,3
SALD,33.0,55.0,96,22.0,3
SALD,33.0,56.0,68,23.0,3
SALD,33.0,57.0,68,24.0,3
SALD,33.0,58.0,102,25.0,3
SALD,33.0,59.0,76,26.0,3
SALD,33.0,60.0,76,27.0,3
SALD,33.0,61.0,114,28.0,3
SALD,33.0,62.0,92,29.0,3
SALD,33.0,63.0,92,30.0,3
SALD,33.0,64.0,138,31.0,3
